ID	audio	tgt_text
337	2362130555763646360.wav	Finnland ist ein großartiges Reiseziel für Bootsfahrten. Das Land der tausend Seen hat auch Tausende von Inseln, in den Seen und in den Küstenarchipelen.
338	2372674739221720006.wav	Menschen erwarten vielleicht nicht, dass Geduld und Verständnis auch für Reisende, die nach Hause zurückkehren, erforderlich sind.
339	2381187994276969930.wav	Menschen schreiben jetzt Nachrichten auf Computerbildschirmen, ohne jemals in die Nähe eines Spitzers zu kommen. 
340	2424735714200189273.wav	Dennoch sollten Sie Ratschläge von Experten einholen, alle Schilder beachten und Sicherheitswarnungen aufmerksam befolgen.
341	2437577605225034571.wav	Während eine experimentelle Impfung dazu in der Lage zu sein scheint, die Sterblichkeit bei Ebola zu reduzieren, wurden bislang keine Medikamente eindeutig als geeignet für die Behandlung bestehender Infektionen nachgewiesen.
342	2462607144574975891.wav	Schlechtes Wetter ist der Oberbegriff für jedes gefährliche Wetterphänomen mit dem Potenzial, Schäden, ernsthafte soziale Störungen oder Verlust von Menschenleben zu verursachen.
343	246428728867349252.wav	Fünf Minuten nach Beginn der Vorführung setzt plötzlich ein Wind ein, etwa eine Minute später erreicht er 70 km/h… dann beginnt es zu regnen, aber so stark und groß, dass es wie Nadelstiche auf der Haut prallt, darauf folgt Hagel, die Menschen geraten in Panik, schreien und rennen durcheinander.
344	2467414061703477879.wav	Perry erklärte, dass er nach Texas zurückkehren würde, um die Ergebnisse des heutigen Caucus zu bewerten, um festzustellen, ob es einen Weg für mich in diesem Rennen gibt, sagte jedoch später, dass er im Rennen bleiben und an der Vorwahl in South Carolina am 21. Januar teilnehmen würde.
345	2479496904141533095.wav	Die Drei Reiche war eine der blutigsten Epochen in der Geschichte des alten Chinas, tausende Menschen starben im Kampf um den höchsten Platz im prächtigen Palast von Xi'an.
346	2497077037159179595.wav	Die offizielle Währung der Falklandinseln ist das Falkland-Pfund (FKP), dessen Wert dem britischen Pfund (GBP) entspricht.
347	2508559905589212221.wav	Ihr thermisches Verhalten ist nicht so stabil wie große Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur aufrechterhalten, aber es entspricht diesen tiefen Löchern im Boden, sagte Glen Cushing vom astrogeologischen Team des United States Geological Survey (USGS) und der Northern Arizona University in Flagstaff, Arizona.
348	2512265253579641885.wav	Sie sind fast alle Sandstrände mit sicheren Bademöglichkeiten, die meisten bieten Schatten durch Pohutukawa-Bäume.
349	2512373209802184926.wav	Die Anwesenheit eines echten „unsichtbaren Teams“ (Larson und LaFasto, 1989, S. 109) ist auch eine einzigartige Komponente eines virtuellen Teams.
350	2589557553267364799.wav	Denken Sie daran, dass auch wenn die Musik auf den Hauptbühnen vorbei sein mag, es Bereiche des Festivals geben könnte, die bis spät in die Nacht Musik spielen werden.
351	2611687111227264759.wav	Casablanca ist einer der uninteressantesten Orte, um in ganz Marokko einzukaufen.
352	2619313403364116566.wav	Ottawa ist die charmante, zweisprachige Hauptstadt Kanadas und bietet eine Vielzahl von Kunstgalerien und Museen, die die Vergangenheit und Gegenwart Kanadas präsentieren.
353	2634994688992335656.wav	Andere Themen auf der Tagesordnung in Bali sind die Rettung der verbleibenden Wälder der Welt und der Austausch von Technologien, um Entwicklungsländern zu helfen, auf weniger umweltschädliche Weise zu wachsen.
354	2637301866626572038.wav	Während des Unabhängigkeitskriegs bildeten die dreizehn Staaten zunächst eine schwache Zentralregierung - mit dem Kongress als einzigem Bestandteil - gemäß den Artikeln der Konföderation.
355	2642023010607031328.wav	Während des Unabhängigkeitskampfes, der von der Mau-Bewegung organisiert wurde, führte eine friedliche Versammlung in der Stadt zur Ermordung des obersten Häuptlings Tupua Tamasese Lealofi III.
356	2652155470394119415.wav	Der Begriff Käfer wird von Entomologen im formellen Sinne für diese Gruppe von Insekten verwendet.
357	2690730742102184605.wav	Einige Kreuzfahrten zeigen Berlin, Deutschland in den Broschüren. Wie Sie auf der obigen Karte sehen können, liegt Berlin nicht in der Nähe des Meeres, und ein Besuch der Stadt ist nicht im Preis der Kreuzfahrt inbegriffen.
358	2749300928979585932.wav	Das Wort Zivilisation stammt aus dem Lateinischen civilis, was zivil bedeutet und sich auf das lateinische civis, Bürger, und civitas, Stadt oder Stadtstaat, bezieht und in gewisser Weise auch die Größe der Gesellschaft definiert.
359	2782797728435367637.wav	Im Jahr 2002 wurde Goma von Lava des Nyiragongo-Vulkans zerstört, die die meisten Straßen der Stadt, besonders das Stadtzentrum, begrub.
360	2784225427893440291.wav	In einer Kutsche reisten sie zurück nach Paris, umgeben von einer Menschenmenge, die schrie und Drohungen gegen den König und die Königin ausstieß.
361	2786302614981736925.wav	Menschen schreiben heutzutage Nachrichten auf Computerbildschirmen, ohne jemals in die Nähe eines Spitzers kommen zu müssen.
362	2809748946829114692.wav	Viele Menschen denken nicht an sie als Dinosaurier, weil sie Federn haben und fliegen können.
363	283614893570272908.wav	Vier Skifahrerinnen in der Gruppe der sitzenden Frauen konnten ihre Läufe nicht beenden, und von den insgesamt 117 Skifahrerinnen im Riesenslalom schafften es 45 nicht, sich zu platzieren.
364	2866079421585301198.wav	Blogs können auch dazu beitragen, das Schreiben der Schüler zu verbessern. Obwohl Schüler oft mit schlampiger Grammatik und Rechtschreibung ihre Blog-Erfahrung beginnen, ändert sich das in der Regel durch das Vorhandensein eines Publikums.
365	2880067776280655708.wav	Dr. Malar Balasubramanian, 29, wurde in Blue Ash, Ohio, einem Vorort etwa 15 Meilen nördlich von Cincinnati, auf dem Boden neben der Straße in einem T-Shirt und Unterwäsche in einem offensichtlich stark medizierten Zustand gefunden.
366	2888426082139840822.wav	Europa ist ein relativ kleiner Kontinent, aber mit vielen unabhängigen Ländern. Unter normalen Umständen würde das Reisen durch mehrere Länder bedeuten, mehrmals Visa-Anträge und Passkontrollen durchlaufen zu müssen.
367	2919974750836990238.wav	Wissenschaftler hoffen zu verstehen, wie Planeten entstehen, insbesondere wie die Erde entstand, da vor langer Zeit Kometen mit der Erde kollidierten.
368	2939761992885557861.wav	Während des Unabhängigkeitskrieges bildeten die dreizehn Staaten zunächst eine schwache Zentralregierung - wobei der Kongress ihr einziges Gremium war - unter den Artikeln der Konföderation.
369	3005219570158977238.wav	Der Satellit wurde mit einer Rakete ins All geschickt. Wissenschaftler nutzen Teleskope im Weltraum, weil die Erdatmosphäre einen Teil unseres Lichts und unserer Sicht verzerren kann.
370	3039867296204116367.wav	Die Aufgabe von Marineschiffen war traditionell, sicherzustellen, dass Ihr Land in der Lage ist, Ihre Bevölkerung und Waren zu transportieren, während gleichzeitig die Fähigkeit Ihres Feindes beeinträchtigt wird, seine Bevölkerung und Waren zu bewegen.
371	3083929122891715513.wav	Ottawa ist die bezaubernde, zweisprachige Hauptstadt Kanadas und verfügt über eine Vielzahl von Kunstgalerien und Museen, die die Vergangenheit und Gegenwart Kanadas präsentieren.
372	3100569628927735189.wav	Grönland wurde dünn besiedelt. In den nordischen Sagas heißt es, dass Erik der Rote wegen Mordes von Island verbannt wurde und auf seiner weiteren Reise gen Westen Grönland entdeckte und es Grönland nannte.
373	3111983050474671345.wav	St. Petersburg-Kreuzfahrten beinhalten Zeit in der Stadt. Kreuzfahrtpassagiere sind von Visabestimmungen befreit (bitte die Bedingungen prüfen).
374	3130624662424273953.wav	In nur zwei Wochen hatten die Amerikaner und die Freifranzösischen Streitkräfte den Süden Frankreichs befreit und wandten sich nun Deutschland zu.
375	3156459702070203007.wav	Cochamó-Tal - Chiles führendes Kletterziel, bekannt als das Yosemite Südamerikas, mit einer Vielzahl von Granit-Wänden und Klippen.
376	315766676094600296.wav	Frauen: Es wird empfohlen, dass alle weiblichen Reisenden angeben, verheiratet zu sein, unabhängig vom tatsächlichen Familienstand.
377	3160468870562283269.wav	Letzte Woche gab METI bekannt, dass Apple 34 weitere Überhitzungsvorfälle gemeldet habe, die das Unternehmen als nicht ernsthaft bezeichnete.
378	319499985577636973.wav	Schließlich gibt es viele kleine Katzen (einschließlich freilaufender Hauskatzen), die die weitaus zahlreicheren kleinen Beutetiere wie Insekten, Ratten, Eidechsen und Vögel fressen.
379	3195362600486929544.wav	Das Zentrum der tibetischen Meditation ist die Deity Yoga. Durch die Visualisierung verschiedener Gottheiten werden die Energiekanäle gereinigt, die Chakren aktiviert und das Bewusstsein der Erleuchtung geschaffen.
380	3208417939957005389.wav	Es gibt natürlich christlich-theologische Erklärungen für diese Tradition, aber es könnte auch ein vorchristliches Frühlings- und Fruchtbarkeitsritual sein.
381	3236057319333367673.wav	Wie bei allen südafrikanischen Nationalparks gibt es tägliche Erhaltungs- und Eintrittsgebühren für den Park.
382	3296442401947230785.wav	Dies bietet eine gute Gelegenheit, das Nordlicht zu sehen, da der Himmel mehr oder weniger rund um die Uhr dunkel sein wird.
383	3306779845046917300.wav	Del Potro hatte im zweiten Satz den frühen Vorteil, doch auch hier war ein Tie-Break nach einem Stand von 6-6 erforderlich.
384	3337787499768294195.wav	Passen Sie auf, dass der Stoff nicht zu heiß wird (was zu Schrumpfung oder in extremen Fällen Verbrennungen führen kann).
385	3359859709812172802.wav	Sie haben in der Regel spezielle Angebote für Speisen, Getränke und Unterhaltung, um die Gäste bei Laune zu halten und auf dem Gelände zu behalten.
386	3362263413020550013.wav	Insbesondere wird behauptet, dass man durch korrekte Interpretation von Mikroexpressionen feststellen kann, ob eine Person lügt.
387	3364947814969998944.wav	Das Dokument wird laut dem Leak auf den Grenzkonflikt eingehen, den Palästina auf der Grundlage der Grenzen vor dem Nahostkrieg von 1967 möchte.
388	3401231636665586110.wav	Seit der Gründung von Asunción im Jahr 1537 ist es Paraguay gelungen, viel von seinem indigenen Charakter und seiner Identität zu bewahren.
389	3404855403082339212.wav	Man kann nur darüber nachdenken, was aus der Tastatur wird, wenn etwas Neueres auf den Markt kommt.
390	3474684838723877021.wav	Die mittelreihen Batsmen Sachin Tendulkar und Rahul Dravid spielten gut und erzielten eine Partnerschaft von hundert Runs.
391	3491234462595391279.wav	Wir wissen es nicht genau, aber es könnte eine gespaltene Zunge gehabt haben. Seine Nahrung umfasste Schildkröten, große Fische, andere Mosasaurier und es könnte sogar Kannibalismus betrieben haben.
392	3495437884024744716.wav	Pflanzen sehen am besten aus, wenn sie sich in einer natürlichen Umgebung befinden. Widerstehe also der Versuchung, auch nur ein Exemplar zu entfernen.
393	3502277023574363012.wav	Stolz bestehen aus ein bis drei verwandten erwachsenen Männchen sowie bis zu dreißig Weibchen und Jungtieren.
394	3529855487992513201.wav	Das scheint sinnvoll zu sein, denn die Erde fühlt sich nicht so an, als ob sie sich bewegen würde, oder?
395	3560085468216752165.wav	Da die Lichtverschmutzung zu ihrer Hochzeit nicht das Problem darstellte, das es heute ist, befinden sie sich normalerweise in Städten oder auf dem Campus und sind einfacher zu erreichen als solche, die in modernen Zeiten gebaut wurden.
396	3562415917464695718.wav	Je kleiner die Rossby-Zahl ist, desto weniger aktiv ist der Stern in Bezug auf magnetische Umpolungen.
397	3585583328394597156.wav	Seine langen Kiefern waren mit mehr als 70 messerscharfen Zähnen besetzt, sowie einem zusätzlichen Satz im Gaumen, was bedeutete, dass es für alles, was seinen Weg kreuzte, kein Entkommen gab.
398	3611463628224454693.wav	Nichts ist zu sehen außer dem klaren, schönen Himmel über uns und den vielen umliegenden Bergen. Von innerhalb der Höhle aus kann nur sehr wenig von dieser Welt gesehen oder gehört werden.
399	3664511950771966320.wav	Die Existenz eines wahren unsichtbaren Teams (Larson und LaFasto, 1989, S. 109) ist ebenfalls ein einzigartiger Bestandteil eines virtuellen Teams.
400	3702958695101050591.wav	Akzeptiert wurden Aristoteles' Ansichten zu allen wissenschaftlichen Fragen, einschließlich Psychologie.
401	3709475786289139797.wav	In vielen anderen Städten Italiens und im Rest der Welt, insbesondere in Polen, wurden ähnliche Einrichtungen geschaffen, die von einer großen Anzahl von Menschen besucht wurden.
402	3745044899208519847.wav	Die 25 noch bekannten Dunlap-Breitseiten sind die ältesten erhaltenen Exemplare des Dokuments. Das originale handgeschriebene Exemplar ist nicht erhalten geblieben.
403	3793212987221322581.wav	Auf den abgelegenen Inseln werden wahrscheinlich keine Kreditkarten akzeptiert, obwohl britische und US-Währung akzeptiert werden können; klären Sie im Voraus mit den Besitzern, welche Zahlungsmethoden akzeptabel sind.
404	3794657101809943148.wav	Um die besten Aussichten auf Hongkong zu bekommen, verlassen Sie die Insel und begeben Sie sich zum gegenüberliegenden Kowloon-Ufer.
405	3795099655869307739.wav	Gegen Ende des Mittelalters begann Westeuropa, ihren eigenen Stil zu entwickeln. Eine der größten Entwicklungen dieser Zeit war, dass die Menschen aufgrund der Kreuzzüge begannen, Knöpfe zur Befestigung von Kleidung zu verwenden.
406	3797667971540248320.wav	Weil die Dinosaurierfedern keinen gut entwickelten Schaft (Rachis) haben, aber andere Merkmale von Federn aufweisen - Äste und Asthaken -, schlussfolgerten die Forscher, dass der Schaft wahrscheinlich eine spätere evolutionäre Entwicklung als diese anderen Merkmale war.
407	384435163157965470.wav	Während er im Krankenhaus arbeitete, begann Liggins in seiner Freizeit mit der Untersuchung von Frühgeburten.
408	3866409166763965048.wav	Die regierende Partei, die South West Africa People's Organisation (SWAPO), behielt auch eine Mehrheit bei den Parlamentswahlen.
409	3922043533653727350.wav	Tatsächlich ist es nicht leicht zu finden, selbst wenn man wüsste, dass es existiert. Einmal in der Höhle, herrscht totale Isolation.
410	3926276660303924456.wav	Lehne Männer bestimmt ab und scheue nicht davor zurück, deinen Standpunkt zu vertreten (kulturelle Unterschiede hin oder her, das rechtfertigt kein respektloses Verhalten!).
411	3927163358777802368.wav	Forscher der Princeton University in den USA und der Universität Uppsala in Schweden berichteten, dass die neue Spezies sich in nur zwei Generationen entwickelt hat, obwohl man bisher annahm, dass dieser Prozess viel länger dauert, aufgrund der Kreuzung zwischen einem endemischen Darwin Finken, Geospiza fortis, und dem eingewanderten Kaktusfinken, Geospiza conirostris.
412	394135166243682296.wav	Das ASUS Eee PC, der zuvor weltweit aus Kostengründen und funktionalen Aspekten eingeführt wurde, wurde zum heißen Thema der Taipei IT Month 2007.
413	3945532745541195136.wav	Am anderen Ende des Spektrums verwandelt sich jemand in eine unerkennbare Person, die glaubt, dass er oder sie alles ändern muss, was das Team getan hat, und es zu seinem eigenen machen muss.
414	3986128848664857815.wav	Wenn Sie nur mit organisierten Landausflügen an Land gehen, benötigen Sie kein separates Visum (ab 2009).
415	3996353344156412065.wav	Wir bauen unsere Häuser aus Pflanzen und machen Kleidung aus Pflanzen. Die meisten Lebensmittel, die wir essen, sind Pflanzen. Ohne Pflanzen könnten Tiere nicht überleben.
416	4027984920362132391.wav	Die Sundarbans wurden zum UNESCO-Welterbe erklärt. Der Teil des Waldes innerhalb des indischen Gebiets wird Sundarbans-Nationalpark genannt.
417	4041283782469778574.wav	Die durchgeführte Arbeit war größtenteils theoretisch, aber das Programm wurde geschrieben, um Beobachtungen der Sagittarius-Galaxie zu simulieren.
418	4060670580459188209.wav	MS ist eine Krankheit, die das zentrale Nervensystem betrifft, das aus dem Gehirn, dem Rückenmark und dem Sehnerv besteht.
419	4103166808026076685.wav	Er fügte hinzu, dass sie jedoch nicht gebeten werden sollten, Verpflichtungen zu übernehmen, die über ihren Entwicklungsstand, ihre Verantwortung und Fähigkeiten hinausgehen.
420	4130846879604713113.wav	Sie sind fast alle Sandstrände mit sicheren Badebedingungen, und die meisten werden durch Pohutukawa-Bäume Schatten spendende.
421	4168260504174612795.wav	In vielen anderen Städten Italiens und auf der ganzen Welt, insbesondere in Polen, wurden ähnliche Einrichtungen geschaffen, die von vielen Menschen besucht wurden.
422	4171508807010088989.wav	Wasserstoffionen sind Protonen, denen ihre Elektronen abgezogen wurden (da Wasserstoffatome aus einem Proton und einem Elektron bestehen).
423	4186976662250569146.wav	Die Hauptstadt von Moldawien ist Chişinău. Die lokale Sprache ist Rumänisch, aber Russisch wird weit verbreitet verwendet.
424	4257743601527484794.wav	Dennoch sollten Sie Ratschläge von Behörden annehmen, alle Schilder beachten und Sicherheitswarnungen genau befolgen.
425	4312337355143990691.wav	Einige Atome haben instabile Kerne, was bedeutet, dass sie dazu neigen, sich leicht oder ohne äußeren Einfluss zu zerlegen.
426	4329375098749636027.wav	Die meisten Gebäude an den Rändern des Komplexes wurden umgebaut, um den Touristen eine bessere Vorstellung davon zu geben, wie sie ursprünglich aussahen.
427	4332544138278608734.wav	Das ist eine wichtige Möglichkeit, um zwischen einigen Verben und Objekten zu unterscheiden.
428	4439398069046383836.wav	Lakkha Singh präsentierte auch den Chhappan Bhog Bhajan. Der Sänger Raju Khandelwal begleitete ihn.
429	4446007980468141561.wav	Obwohl dies oft nur ein ungenauer Stereotyp ist, ist der beste Weg, um in Paris zurechtzukommen, immer noch, sich vorbildlich zu verhalten und sich wie jemand bien élevé zu benehmen. Das wird das Vorankommen erheblich erleichtern.
430	4491697341889976683.wav	Wenn Sie es nicht gewohnt sind, auf Landstraßen zu fahren, halten Sie die Augen offen: Steile Anstiege, enge Spuren und scharfe Kurven dominieren.
431	4496786334735634498.wav	Apia ist die Hauptstadt von Samoa. Die Stadt liegt auf der Insel Upolu und hat eine Bevölkerung von knapp unter 40.000.
432	4498640649175127270.wav	Er soll in seinen 20ern gewesen sein. In einer Stellungnahme sagte Bieber: „Während ich nicht anwesend war oder direkt in diesen tragischen Unfall involviert war, sind meine Gedanken und Gebete bei der Familie des Opfers.“
433	4498797456222901763.wav	Vier Skifahrerinnen in der Frauen-Sitzgruppe konnten ihre Läufe nicht beenden, und von den insgesamt 117 Skifahrerinnen im Riesenslalom konnten 45 nicht in der Wertung des Rennens landen.
434	4507570726474155114.wav	Es gibt keine universelle Definition dafür, welche hergestellten Gegenstände als Antiquitäten gelten. Einige Steuerbehörden definieren Waren, die älter als 100 Jahre sind, als Antiquitäten.
435	4562231445388891346.wav	NextGen ist ein System, das von der FAA behauptet wird, Flugzeuge kürzere Routen fliegen zu lassen und Millionen Liter Treibstoff pro Jahr einzusparen und die Kohlenstoffemissionen zu reduzieren.
436	4566051537148836720.wav	Spät am Sonntag kündigte US-Präsident Donald Trump in einer Erklärung, die über den Pressesprecher verbreitet wurde, an, dass US-Truppen Syrien verlassen würden.
437	4638707534646618403.wav	Die Ankündigung wurde nach einem Telefonat Trumps mit dem türkischen Präsidenten Recep Tayyip Erdoğan gemacht.
438	4666717028619624057.wav	Es besagt, dass der effektivste Ort für das Hauptmotiv an der Schnittstelle der Linien liegt, die das Bild vertikal und horizontal in Drittel unterteilen (siehe Beispiel).
439	4690800207484418897.wav	Die vertikale Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Der Bau wurde im August 2011 abgeschlossen, aber die Brücke wurde erst im März 2017 für den Verkehr freigegeben.
440	4705502721902980056.wav	Denken Sie an die Skiroute wie an eine ähnliche Wanderroute.
441	4727095276781970486.wav	Menschen können nicht vorausahnen, dass auch Geduld und Verständnis für Reisende notwendig sind, die nach Hause zurückkehren.
442	4780196329895653733.wav	Das Bügeln von feuchter Kleidung kann helfen, dass sie trocknet. Viele Hotels bieten ein Bügeleisen und ein Bügelbrett zur Ausleihe an, selbst wenn sie nicht im Zimmer vorhanden sind.
443	4807942348083346744.wav	Es könnte mehr Maria auf der erdnahen Seite geben, weil die Kruste dünner ist. Es war einfacher für Lava, an die Oberfläche zu gelangen.
444	4821372520807131.wav	Das Bügeln feuchter Kleidung kann ihnen helfen, zu trocknen. Viele Hotels haben ein Bügeleisen und ein Bügelbrett zur Ausleihe, auch wenn eines nicht im Zimmer vorhanden ist.
445	4822858934027125258.wav	Es ist jedoch nicht allein, Experimentieren, und ein Experiment ist ein Test, der verwendet wird, um eine oder mehrere der möglichen Hypothesen zu eliminieren, Fragen zu stellen und Beobachtungen anzustellen, leiten auch die wissenschaftliche Forschung.
446	4838660681321542582.wav	In dem warmen Klima des Nahen Ostens war das Haus nicht so wichtig.
447	4844570914389909899.wav	Vor dem Eintreffen der Truppen hatte Haiti seit den 1800er Jahren keine Probleme mit der Krankheit.
448	4848767269319106744.wav	Ein Curry ist ein Gericht, das auf Kräutern und Gewürzen basiert, zusammen mit entweder Fleisch oder Gemüse.
449	4872682023567074953.wav	Die beiden Verbindungen reagieren miteinander, um Kristalle zu bilden, die die Nierenfunktion blockieren können, berichteten Forscher der Universität.
450	4911753908854223816.wav	Seit 1966 sind die Sundarbans ein Wildreservat, und es wird geschätzt, dass es jetzt etwa 400 Royal Bengal Tiger und etwa 30.000 Sumpfhirsche in der Gegend gibt.
451	4937589470390171572.wav	Aerosmith haben ihre verbleibenden Konzerte auf ihrer Tour abgesagt.
452	4940213511640275250.wav	Italienisch ist auch die Alltagssprache, die von den meisten derjenigen verwendet wird, die im Staat arbeiten, während Latein oft bei religiösen Zeremonien verwendet wird.
453	4960341437383881404.wav	Die Spaltungsbombe funktioniert nach dem Prinzip, dass Energie benötigt wird, um einen Kern mit vielen Protonen und Neutronen zusammenzusetzen.
454	5049759849654620438.wav	Die Krankheit wird von Schweinen übertragen, die dann durch Mücken auf Menschen übergeht.
455	5059640273671690654.wav	Das Gizeh-Plateau oder Gizeh-Nekropole im ägyptischen Tal der Toten enthält mehrere Pyramiden (von denen die große Pyramide die größte ist), mehrere kleine Gräber, mehrere Tempel und die große Sphinx.
456	5106380017322065030.wav	Allerdings ist das nicht wahr. Obwohl etwas auf der Rückseite des Dokuments geschrieben steht, handelt es sich nicht um eine Schatzkarte.
457	5111153817746112904.wav	Vor dem Eintreffen der Truppen hatte Haiti seit den 1800er Jahren keine Probleme im Zusammenhang mit der Krankheit.
458	5131184112261114926.wav	Die Brücke soll im September 2017 vollständig betriebsbereit sein, wenn die brasilianischen Zollstellen voraussichtlich fertiggestellt sind.
459	5143306658627135996.wav	Oliver Sacks gab in seinem Beitrag „The President's Speech“ an, wie Menschen, die aufgrund einer Hirnschädigung Sprache nicht verstehen können, dennoch in der Lage sind, Aufrichtigkeit genau einzuschätzen.
460	5152804099019194563.wav	Seit 1988 müssen Wahlurnen transparent sein, damit Wähler und Beobachter sehen können, dass zu Beginn der Abstimmung keine Umschläge vorhanden sind und außer jenen der ordnungsgemäß gezählten und autorisierten Wähler keine Umschläge hinzugefügt werden.
461	5153770112137332001.wav	Huhne ist zurückgetreten und wird im Kabinett durch Ed Davey MP ersetzt. Es wird erwartet, dass Norman Lamb MP den Posten des Wirtschaftsministers übernimmt, den Davey frei lässt.
462	5164710956485163027.wav	Zwischen 22:00 und 23:00 Uhr MDT haben die Insassen im Hof ein Feuer entfacht.
463	517532078886085321.wav	Der angemessene Einsatz von Blogs kann Schüler dazu befähigen, analytischer und kritischer zu werden; indem sie aktiv auf Internetmaterialien reagieren, können Schüler ihre Position im Kontext von anderer Schreibweisen definieren sowie ihre eigenen Perspektiven zu bestimmten Themen umreißen (Oravec, 2002).
464	5196260640941390313.wav	Aber wenn Sie sich in den hohen Tropen nur wenige Grad nördlich des Äquators befinden, müssen Sie mit Hitze (immer) und intensiver Sonne (wenn der Himmel klar ist, seltener) umgehen.
465	5198402243598272340.wav	Es kann auch vorteilhaft sein, eine Wildcard zu kaufen, die den Zugang entweder zu einer Auswahl von Parks in Südafrika oder allen südafrikanischen Nationalparks ermöglicht.
466	5204109021824689215.wav	Eine Suche im Internet nach einem Kurs zum Umgang mit feindlicher Umgebung wird wahrscheinlich die Adresse eines örtlichen Unternehmens liefern.
467	5220085499631368243.wav	Virtuelle Teams werden an denselben Exzellenzstandards wie herkömmliche Teams gemessen, es gibt jedoch subtile Unterschiede.
468	5358875111503056320.wav	Mit dem Rückgang des Griechischwissens wurde der Westen von seinen griechischen philosophischen und wissenschaftlichen Wurzeln abgeschnitten.
469	5381110210154713971.wav	Er wurde zunächst im James Paget Hospital in Great Yarmouth hospitalisiert.
470	5381693779708341332.wav	Die Hauptstadt von Moldawien ist Chişinău. Die Landessprache ist Rumänisch, aber Russisch wird weit verbreitet verwendet.
471	5407053594615190090.wav	Das antike China hatte eine einzigartige Art, verschiedene Zeitabschnitte darzustellen; jede Phase Chinas oder jede Familie, die an der Macht war, bildete eine eigenständige Dynastie.
472	5408022991504111502.wav	Starke Winde, Hagel, übermäßige Niederschläge und Waldbrände sind Formen und Auswirkungen von extremen Wetterbedingungen, ebenso wie Gewitter, Tornados, Wasserhosen und Zyklone.
473	5433314566767233828.wav	Nach dem Unfall wurde Gibson ins Krankenhaus gebracht, wo er kurz darauf verstarb.
474	546231163869746473.wav	Achten Sie darauf, dass der Stoff nicht zu heiß wird (was zu Schrumpfung oder in extremen Fällen zu Verbrennungen führen kann).
475	5482406888941085018.wav	Er wurde zunächst im James Paget Hospital in Great Yarmouth stationär aufgenommen.
476	5505398583576174352.wav	Perry erklärte, dass er nach Texas zurückkehren werde, um die Ergebnisse des heutigen Caucus zu bewerten, festzustellen, ob es einen Weg für mich in diesem Rennen gibt, sagte aber später, dass er im Rennen bleiben und am 21. Januar an der Vorwahl in South Carolina teilnehmen würde.
477	5524098527613997160.wav	Die Verwendung von Videoregistrierung hat zu wichtigen Entdeckungen bei der Interpretation von Mikroausdrücken geführt, Gesichtsbewegungen, die nur wenige Millisekunden dauern.
478	5531306493601107261.wav	Ihre disziplinierte Verteidigung, Ballhandling-Fähigkeiten und ausgezeichnete Teamarbeit machten sie herausragend, und es war klar, dass dies das zu schlagende Team war.
479	5536399024273287176.wav	Das Internet vereint Elemente sowohl der Massen- als auch der persönlichen Kommunikation.
480	559615000143317446.wav	Zuerst tragen die meisten Reiter Reitstiefel mit Absatz und einer glatten, ziemlich schmalen Sohle.
481	5606750157981126233.wav	In den Anfangstagen der Show wurde sie ausschließlich auf der langjährigen Internet-Radioplattform TogiNet Radio präsentiert, einer Website, die sich auf Talkradio konzentriert.
482	5657427923960079748.wav	Einige Menschen dachten, dass er recht hatte, aber viele glaubten das Gegenteil; dass sich das Sonnensystem um die Erde bewegte, einschließlich der Sonne (und sogar der anderen Sterne).
483	5767934843388875369.wav	Wenn Sie im Winter die nördliche Ostsee überqueren, prüfen Sie die Kabinenlage, da das Durchqueren von Eis für diejenigen, die am meisten betroffen sind, ziemlich schreckliche Geräusche verursachen kann.
484	5865390219641610051.wav	Das U.S. Army Corps of Engineers schätzte, dass 6 Zoll Regenfall die zuvor beschädigten Deiche überfluten könnten.
485	5866078581108668966.wav	Also ist es wahrscheinlich, dass die Notiz einfach als Label hinzugefügt wurde.
486	5904418145588789259.wav	Der Kongress begann im Haushaltsjahr 2005 mit der Finanzierung der Obszönitätsinitiative und legte fest, dass das FBI 10 Agenten der Erwachsenenpornografie widmen muss.
487	5907599423488165658.wav	Hong Kong Island gibt dem Gebiet von Hongkong seinen Namen und ist der Ort, den viele Touristen als den Hauptfokus betrachten.
488	5910253289107526048.wav	Alles in allem sollten wir uns nicht überrascht zeigen, falls unsere eigenen Vorfahren ihr Probleme mit Proteinen ähnlich gelöst haben wie heutige Schimpansen auf der Savanne.
489	5920564818407981934.wav	Genau wie der Mond eine Anziehungskraft auf die Erde ausübt und Gezeiten verursacht, so übt auch die Milchstraße eine Kraft auf die Sagittarius-Galaxie aus.
490	5922110980503615373.wav	Zerstören Sie die Seite nicht, indem Sie Graffiti in Strukturen markieren oder kratzen.
491	5966925948005244453.wav	Die Fotografen ersetzten später eine ältere Dame, da sie auf die Toilette musste. Mendoza wurde niedergeschossen.
492	5970882371928079940.wav	Madagaskar ist bei weitem das größte und ein eigener Kontinent, wenn es um die Tierwelt geht.
493	6057938296244834632.wav	Das Dokument wird, laut dem Leak, sich auf den Grenzstreit beziehen, den Palästina auf Grundlage der Grenzen vor dem Nahostkrieg von 1967 haben möchte.
494	6075416811919407935.wav	Aufgrund der Unterwassertopologie konzentriert sich der Rückfluss auf einige tiefere Abschnitte, und dort kann sich eine schnelle Strömung ins tiefe Wasser bilden.
