id,raw_transcription,path,lang
1909,"Virtual teams are held to the same standards of excellence as conventional teams, but there are subtle differences.",5220085499631368243.wav,en
1895,"As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.",5358875111503056320.wav,en
1902,He was initially hospitalised in the James Paget Hospital in Great Yarmouth.,5381110210154713971.wav,en
1905,"The capital of Moldova is Chişinău. The local language is Romanian, but Russian is widely used.",5381693779708341332.wav,en
1819,Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.,5407053594615190090.wav,en
1971,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.",5408022991504111502.wav,en
1826,"After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.",5433314566767233828.wav,en
1672,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).",546231163869746473.wav,en
1902,He was initially hospitalised in the James Paget Hospital in Great Yarmouth.,5482406888941085018.wav,en
1936,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.",5505398583576174352.wav,en
1775,"The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.",5524098527613997160.wav,en
1954,"Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.",5531306493601107261.wav,en
1802,The Internet combines elements of both mass and interpersonal communication.,5536399024273287176.wav,en
1866,"First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.",559615000143317446.wav,en
1798,"In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.",5606750157981126233.wav,en
1874,"Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).",5657427923960079748.wav,en
2000,"If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.",5767934843388875369.wav,en
2007,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,5865390219641610051.wav,en
1772,"So, it is likely that the notation was added simply as a label.",5866078581108668966.wav,en
1671,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,5904418145588789259.wav,en
1742,Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.,5907599423488165658.wav,en
1940,"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.",5910253289107526048.wav,en
1763,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.",5920564818407981934.wav,en
1791,Do not deface the site by marking or scratching graffiti into structures.,5922110980503615373.wav,en
1761,The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.,5966925948005244453.wav,en
1781,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.",5970882371928079940.wav,en
1665,"The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.",6057938296244834632.wav,en
1717,"Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",6075416811919407935.wav,en
1714,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,6080082056978846750.wav,en
1971,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.",6162405598905036396.wav,en
1796,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.",6203495122297129260.wav,en
1914,Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.,621925716775998155.wav,en
1861,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.",6243143230365031162.wav,en
1670,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",6263891810431071444.wav,en
1788,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,6269047638238623389.wav,en
1927,"Angel (2006), explains the Continuum approach as a method being used to help organizations reach a higher level of performance.",6275116524641817120.wav,en
1703,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,6284223441572848962.wav,en
1879,One can only wonder what the keyboard will become when something newer comes along.,6306322369645218273.wav,en
1737,"Lions are the most social cats, living in large groups called prides.",6351367445025505944.wav,en
1901,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",6354316372780583820.wav,en
1952,"Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.",6434859821714227491.wav,en
1900,"In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",6441357835378888974.wav,en
1967,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",6507390080013738113.wav,en
1663,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",6603783905885843777.wav,en
1888,"Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe.",6605272483833286221.wav,en
1800,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.",6614658234069371088.wav,en
1764,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,6620311002113327699.wav,en
1766,Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.,6620866315580544260.wav,en
1897,"In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.",6656552880161745727.wav,en
1821,The correlation between brain pathology and behaviour supports scientists in their research.,6701991686450020774.wav,en
1953,He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,6745531990699497785.wav,en
1973,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",6774385073956642067.wav,en
1985,"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.",678174152690230753.wav,en
1781,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.",6810123023171733450.wav,en
1675,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.",6817878979697223927.wav,en
1726,Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.,6824515440136565318.wav,en
1921,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.",68300966899801601.wav,en
1715,"Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.",6845248534284654.wav,en
1856,"Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos.",6847551837519900288.wav,en
1869,"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.",6852813781354643345.wav,en
1844,The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.,6873447881355850328.wav,en
1951,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.",6909856093066898902.wav,en
1738,It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it.,6915474618514234246.wav,en
1661,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",6917907748364342404.wav,en
1983,"The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.",6923678949967639873.wav,en
1745,"Plants look their best when in a natural environment, so resist the temptation to remove even ""just one"" specimen.",6927296460002744628.wav,en
1863,"The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.",6933250279887426793.wav,en
1960,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""",6959849979442158896.wav,en
1901,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",7053482366261158.wav,en
1886,"Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.",7147508536410384136.wav,en
1989,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.",7199696972196091849.wav,en
1910,"Parisians have a reputation for being egocentric, rude and arrogant.",7205372698028731729.wav,en
1724,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.,7213249863906599090.wav,en
1817,"The Schengen zone, however, works somewhat like one country in this respect.",7233685891059653046.wav,en
1997,"However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.",7237307653762156914.wav,en
1892,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",7266355212113564962.wav,en
1833,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.",727761988624859269.wav,en
1931,"The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.",7301728842091889171.wav,en
2001,Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,7355420232561873190.wav,en
1819,Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.,7366992441583559574.wav,en
1754,There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.,7378068468742958430.wav,en
1662,Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.,7378917572989533960.wav,en
1785,Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,7411546787616977704.wav,en
1898,"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""",7481269528554216749.wav,en
1872,"During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.",7489324500816890474.wav,en
1799,"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.",7490665909832439995.wav,en
1974,"Along the same line, men are required to wear trousers covering the knees.",7497575538636120175.wav,en
1962,The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.,7528221290776312797.wav,en
1731,In the archipelagos and lakes you do not necessarily need a yacht.,7546471028199266685.wav,en
1871,"In the warm climate of the Middle East, the house was not so important.",7587276269543309929.wav,en
1835,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.",7610837418342439800.wav,en
1707,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,7632932253248030737.wav,en
1906,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""",7702334162140062110.wav,en
1787,"Blogging is a tool that inspires collaboration, and encourages students to extend learning well beyond the traditional school day.",77041922762474361.wav,en
1703,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,7705168054572226609.wav,en
1713,"While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.",7733319748371867842.wav,en
1966,The commission was Martelly's response to widespread anti-regime protests that started in October.,776561182148076732.wav,en
1880,"Thus, the pencil was a good friend to many people when it came out.",7774130357954037687.wav,en
1794,"A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.",7783164194712761839.wav,en
1837,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,7853008702989503136.wav,en
1875,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,7886295100481437768.wav,en
1992,"The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna.",7912552494860461835.wav,en
1812,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",7961517481926142457.wav,en
1782,Also between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.,7963255664903240942.wav,en
1704,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",7975383736177414509.wav,en
1686,"As a result, the process of an organization working together to overcome an obstacle can lead to a new innovative process to serve the customer's need.",8036301841859634130.wav,en
1747,Fellow wrestlers also paid tribute to Luna.,8055381310140725360.wav,en
1755,One bomb exploded outside the governor general's office.,8065205721681723081.wav,en
1692,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.",814068542761107022.wav,en
1831,"The Plitvice Lakes national park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of Alpine and Mediterranean vegetation.",8148321977143490493.wav,en
1790,"His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.",8158297484454595266.wav,en
1669,Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.,8173060820032255320.wav,en
1892,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",8260950316138046112.wav,en
1816,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",8268356342449509719.wav,en
1979,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,8281638920677065102.wav,en
1823,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,8310039609116176436.wav,en
1770,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?",8324220666349639753.wav,en
1833,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.",8361417265277853163.wav,en
1874,"Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).",837008417921522673.wav,en
1783,"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.",8395660467583137383.wav,en
1759,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.",8398257681626621326.wav,en
1829,"Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.",8473036820953240930.wav,en
1732,"The age where the events took place is commonly referred as the High Middle Ages the period of European history in the 11th, 12th, and 13th centuries (AD 1000–1300).",8476150411360889825.wav,en
1876,The Northern Marianas emergency management office said that there were no damages reported in the nation.,8491962032427728850.wav,en
1844,The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.,851494165324091609.wav,en
1661,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",8546403500877190903.wav,en
1920,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.",8573379125813015407.wav,en
1783,"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.",8582392026322819617.wav,en
1748,Fire rescue crews eventually doused the fire by 11:35 pm.,8601075939905194476.wav,en
1707,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,8613346643514615014.wav,en
1677,"Today, the only insects that cannot fold back their wings are dragon flies and mayflies.",8660282724455407027.wav,en
1851,"Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.",8742060069420489184.wav,en
1915,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,8756381645087147947.wav,en
1848,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",8782270367315935727.wav,en
1747,Fellow wrestlers also paid tribute to Luna.,8826719964171179660.wav,en
1942,"We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",8837680402159291933.wav,en
1931,"The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.",8856417737463972790.wav,en
1733,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,899317378039624755.wav,en
1715,"Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.",9052682159806783261.wav,en
1980,"Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",9055240296608129734.wav,en
1934,Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.,9063124481850378787.wav,en
1757,"Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.",9089212191853214530.wav,en
1888,"Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe.",9099003922402856523.wav,en
1666,"You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.",9100750275960890476.wav,en
1945,Casablanca is one of the least interesting places to shop in all of Morocco.,9113447011736256545.wav,en
1822,The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.,911543279759253336.wav,en
1725,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",9154457394779597213.wav,en
1961,"One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",916168198524353904.wav,en
1928,"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.",9177065516502908766.wav,en
1839,Think of the skiing route as of a similar hiking route.,9192331858482440321.wav,en
1913,"The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.",9253409408372025849.wav,en
1709,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,9273458614645013056.wav,en
1660,"Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.",9327483361259434782.wav,en
1958,"The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.",941860798944293989.wav,en
1780,"With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.",9427596237645207989.wav,en
1684,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.",9431561488681290113.wav,en
1733,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,9485750708964169814.wav,en
1795,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",9490718340956113423.wav,en
1925,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",9492244844910613453.wav,en
1968,"Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.",9544888824256877274.wav,en
1676,"As with all South African National Parks, there are daily conservation and entry fees for the park.",9544943042431649615.wav,en
1994,"Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese.",9559175292465220167.wav,en
1688,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.",9622275213947999273.wav,en
1691,"On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem.",970996899856075411.wav,en
1881,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.,972042798956052862.wav,en
1974,"Along the same line, men are required to wear trousers covering the knees.",9781076737390802637.wav,en
1859,towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.,978391636333640472.wav,en
1868,"At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.",9794832621341165457.wav,en
1827,The crust is about 70 km thick on the near side and 100 km thick on the far side.,9804762782045252114.wav,en
1836,"People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.",9817077029864554533.wav,en
1785,Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,9833173223298420094.wav,en
1768,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,985789144848890340.wav,en
1883,"The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.",9864990645729015969.wav,en
1686,"As a result, the process of an organization working together to overcome an obstacle can lead to a new innovative process to serve the customer's need.",988308832713047124.wav,en
1867,"Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).",9906376183448922344.wav,en
1682,"While no one knows for certain who wrote it, it is known that early in its life, the large parchment document (it measures 29¾ inches by 24½ inches) was rolled up for storage.",9924305423057523453.wav,en
1681,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.",9951576861356531238.wav,en
1813,"Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish.",997218759918036906.wav,en
1995,"Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.",9976913881674290440.wav,en
1737,"Lions are the most social cats, living in large groups called prides.",9989642899702468851.wav,en
1825,If you want to be close to the action you're going to have to get in early to get a camping site close to the music.,9999528530847666097.wav,en
